Species,Type,WindExposition,Slope,Ruggedness,Roughness,Elevation,pH,Longitude,Latitude,Drainage,DistanceToTheCoast,DistanceToNearestRiver,CalciumContent,Aspect Eastness,Aspect Northness,DistanceToTheRoad,Possum,RedDeer,Rats,BIOEnd1,BIOEnd2,BIOEnd3,BIOEnd4,BIOEnd5,BIOEnd6,BIOEnd7,BIOEnd8,BIOEnd9,BIOEnd10,BIOEnd11,BIOEnd12,BIOEnd13,BIOEnd14,BIOEnd15,BIOEnd16,BIOEnd17,BIOEnd18,BIOEnd19,Model
Didymocheton spectabilis,I,0.9912,7.8687,13.0383,40.8465,225.2345,5.4479,175.5195,-38.8669,4.1786,27772.5176,1534.5858,1.6271,-0.0426,0.0234,1002.8830,0.9897,0.0013,-0.9984,13.9443,9.1048,0.4613,3.3887,24.4106,4.6849,19.7258,12.3994,16.0440,18.3467,9.6899,1383.4706,229.0591,37.5446,48.3819,505.7979,199.1780,282.9390,413.3496,RFEnsemble
Didymocheton spectabilis,Gr,-0.0535,-2.4310,-3.2178,-10.6646,-68.3622,0.1675,0.0726,-1.1454,-0.2559,15047.3018,54.3801,0.0802,-0.0988,0.0462,-778.1291,0.0322,-0.1668,0.0010,-0.1847,1.1173,0.0141,0.2258,0.7950,-1.0666,1.8617,0.0233,-0.4205,0.0853,-0.5050,-782.7706,-114.6664,-30.2226,3.3327,-274.1021,-123.7918,-148.6268,-242.9638,RFEnsemble
Rubus cissoides,D,1.0117,12.5087,20.0150,63.7773,399.3416,5.2081,173.1159,-41.1644,4.2564,29468.3926,1529.8160,1.5076,-0.0010,-0.0158,3466.3418,0.9785,-0.2118,-0.9991,12.1011,8.9316,0.4517,3.4643,22.6593,2.9018,19.7575,11.1670,13.5177,16.5590,7.6972,1769.7909,278.1208,58.1833,45.3957,619.9200,281.1725,391.5448,472.3871,RFEnsemble
Rubus cissoides,Is,0.1036,12.6219,20.6560,67.3129,359.2567,0.4414,3.1356,3.1314,0.6459,20415.2051,998.3464,0.5050,0.7617,0.6445,5047.8096,0.2401,0.9591,0.0244,2.7186,1.2719,0.0338,0.2360,2.7576,2.4312,1.6795,1.8491,4.1628,2.6523,2.9076,1498.7866,225.6369,62.1497,6.9397,506.4052,268.7724,360.9766,322.1079,RFEnsemble
Rubus cissoides,Ds,0.1089,9.8185,15.9286,51.8554,346.3531,0.4994,2.9813,3.1667,1.0185,25072.0605,1412.1012,0.6574,0.7108,0.7032,6681.4004,0.2055,0.9774,0.0379,2.3973,1.4064,0.0333,0.3727,2.2380,2.7161,2.2816,2.1239,3.1673,2.2053,2.7255,1041.5195,143.5312,47.8016,8.9788,337.2700,196.1538,270.7433,225.9822,RFEnsemble
Rubus cissoides,I,1.0588,11.4598,18.1238,58.4606,725.4417,5.0055,172.7225,-41.6678,4.6278,54737.2031,1328.5332,1.5555,0.0622,-0.0227,3638.8052,0.9707,-0.2832,-0.9997,10.1457,8.8980,0.4289,3.7658,21.3950,0.6816,20.7134,9.9320,10.7147,14.9925,5.3497,2311.5818,350.8522,82.1109,40.6344,790.6211,383.9840,536.3346,564.4517,RFEnsemble
Rubus cissoides,Gr,0.0472,-1.0489,-1.8912,-5.3167,326.1001,-0.2026,-0.3934,-0.5034,0.3715,25268.8105,-201.2828,0.0479,0.0632,-0.0069,172.4634,-0.0077,-0.0714,-0.0006,-1.9554,-0.0336,-0.0228,0.3015,-1.2644,-2.2202,0.9559,-1.2350,-2.8030,-1.5665,-2.3475,541.7909,72.7314,23.9276,-4.7613,170.7010,102.8115,144.7898,92.0646,RFEnsemble
Pennantia corymbosa,D,0.9600,2.9380,5.1357,16.0832,119.1746,5.4959,173.8666,-39.5957,3.6996,20386.1484,1696.9779,1.6767,0.0608,0.0296,581.3195,0.9826,0.5835,-1.0000,14.0964,9.4296,0.4737,3.3492,24.4989,4.5791,19.9198,13.0231,15.6330,18.4112,9.8485,1384.5493,231.6274,36.6024,49.5964,508.0480,200.8731,299.2806,397.8923,RFEnsemble
Pennantia corymbosa,Is,0.1100,9.0665,14.9111,48.9848,329.9278,0.5189,2.8914,2.4766,0.7291,26819.3691,1161.8975,0.6202,0.7361,0.6753,5519.9038,0.1949,0.8063,0.0005,1.8565,1.3622,0.0300,0.3750,1.7911,2.2467,2.2607,1.7394,2.7956,1.6670,2.1868,1196.0017,164.2840,54.8221,9.2301,387.5486,223.5420,302.2474,262.8521,RFEnsemble
Pennantia corymbosa,Ds,0.0855,4.0713,6.6360,20.5330,137.0411,0.3290,2.5829,3.5219,1.3337,19443.0664,1902.1603,0.6309,0.6776,0.7323,1735.0742,0.1855,0.8121,0.0000,1.8973,1.1910,0.0182,0.3258,1.7431,2.4728,2.1020,1.3782,2.8400,1.8102,2.1921,619.7436,95.8585,22.3894,7.2373,214.3010,106.1507,157.4474,151.8642,RFEnsemble
Pennantia corymbosa,I,1.0328,16.5802,26.0113,83.2070,593.2224,5.0583,172.6818,-42.0430,4.5767,40818.8906,1401.4407,1.4344,-0.0338,-0.0304,4374.9263,0.9803,-0.5915,-0.9995,10.8020,8.9489,0.4404,3.6406,21.7919,1.4809,20.3111,10.0830,12.0060,15.4779,6.1552,1911.2563,293.5088,67.4839,43.4635,656.8643,313.7170,427.6324,491.0964,RFEnsemble
Pennantia corymbosa,Gr,0.0728,13.6422,20.8756,67.1239,474.0477,-0.4376,-1.1848,-2.4474,0.8770,20432.7422,-295.5372,-0.2422,-0.0947,-0.0600,3793.6067,-0.0023,-1.1750,0.0005,-3.2945,-0.4807,-0.0332,0.2915,-2.7070,-3.0982,0.3913,-2.9401,-3.6270,-2.9333,-3.6933,526.7070,61.8814,30.8815,-6.1329,148.8162,112.8439,128.3517,93.2042,RFEnsemble
Aristotelia serrata,D,0.9841,6.4846,10.3784,32.8310,319.0507,5.3354,174.5786,-40.1910,4.3319,34180.9102,1299.1854,1.6486,0.0547,0.0343,2172.9636,0.9871,-0.1772,-0.9998,12.7645,9.4153,0.4615,3.5205,23.5680,3.1632,20.4044,11.6688,14.3152,17.3071,8.3034,1823.5972,293.3523,55.9511,47.9227,647.7410,280.8665,404.2138,491.3057,RFEnsemble
Aristotelia serrata,Is,0.1051,8.8810,14.8684,49.5165,358.0552,0.5492,2.7788,3.1193,0.8187,25727.5195,1422.6774,0.5696,0.7187,0.6937,7132.0142,0.2299,0.9353,0.0541,2.4493,1.4826,0.0365,0.4087,2.1967,2.8634,2.4197,2.1605,3.3257,2.2022,2.8438,1004.7681,139.6459,45.3814,9.0352,325.7085,187.5890,235.4567,235.8633,RFEnsemble
Aristotelia serrata,Ds,0.1034,6.9477,11.0566,35.2395,271.4442,0.4100,2.6939,2.4074,1.0681,26226.5645,1176.6746,0.6492,0.7156,0.6955,5307.1538,0.1605,0.9842,0.0236,1.7687,1.1659,0.0241,0.2922,1.8553,1.9451,1.8785,1.5767,2.5405,1.6876,1.9458,1173.6611,160.8083,54.6805,8.7790,378.8021,222.6960,310.4500,241.0447,RFEnsemble
Aristotelia serrata,I,1.0454,18.7496,29.9411,95.9248,548.4900,5.0366,171.8936,-42.3483,4.3846,32401.2715,1581.4086,1.3344,-0.0369,-0.0293,4674.3066,0.9732,-0.3539,-0.9985,10.9759,8.5027,0.4362,3.5117,21.5332,2.0646,19.4684,10.3445,12.0728,15.4833,6.4965,1832.9342,280.1720,65.2961,42.7504,629.3309,303.0074,407.5814,474.6674,RFEnsemble
Aristotelia serrata,Gr,0.0613,12.2651,19.5626,63.0938,229.4393,-0.2988,-2.6850,-2.1572,0.0527,-1779.6387,282.2231,-0.3142,-0.0916,-0.0636,2501.3430,-0.0139,-0.1767,0.0013,-1.7886,-0.9125,-0.0254,-0.0088,-2.0347,-1.0986,-0.9361,-1.3243,-2.2424,-1.8237,-1.8069,9.3370,-13.1803,9.3450,-5.1723,-18.4101,22.1410,3.3676,-16.6382,RFEnsemble
Myrsine australis,D,1.0847,16.0822,26.8706,86.4039,404.0394,5.7280,173.7852,-41.9565,4.5907,24637.9688,1975.3722,1.8285,-0.4429,-0.0296,2444.2437,0.9804,-0.7344,-0.9995,12.2011,8.9756,0.4537,3.4954,22.8362,3.0281,19.8081,11.1171,13.7125,16.6946,7.7629,1009.2767,171.8300,30.3813,49.7469,366.7644,152.9471,218.8039,277.5857,RFEnsemble
Myrsine australis,Is,0.1063,9.6051,15.4257,49.9654,313.4637,0.4989,2.9561,3.1398,1.0324,24971.5742,1569.5966,0.6385,0.7143,0.6993,6067.9263,0.1856,0.9904,0.0609,2.2618,1.3614,0.0301,0.3503,2.1206,2.5918,2.2071,1.9573,3.1277,2.0947,2.5681,1007.1174,139.2599,46.3676,8.9019,326.0129,189.7150,254.6850,222.1807,RFEnsemble
Myrsine australis,Ds,0.0848,7.1489,13.0406,43.6326,200.2144,0.2637,1.9597,1.9455,0.6177,24962.9414,1540.3160,1.1409,0.5581,0.7011,4227.9146,0.1968,0.6787,0.0331,1.1265,0.7715,0.0138,0.1923,1.3269,1.1122,1.3189,0.9672,1.6748,1.1998,1.1214,670.1400,92.5413,28.4727,8.0562,218.4748,123.4190,186.1790,131.3592,RFEnsemble
Myrsine australis,I,1.0017,10.9792,17.5278,55.7811,374.7419,5.2186,173.3572,-40.9506,4.2840,31256.0840,1478.3806,1.5405,0.0218,-0.0140,2991.2620,0.9829,-0.1373,-0.9984,12.2630,9.0829,0.4548,3.4805,22.9031,2.9440,19.9588,11.3446,13.6538,16.7425,7.8390,1754.4958,276.8562,56.5653,45.8509,616.4310,276.3148,386.5871,470.5007,RFEnsemble
Myrsine australis,Gr,-0.0830,-5.1030,-9.3428,-30.6227,-29.2976,-0.5095,-0.4280,1.0058,-0.3068,6618.1152,-496.9916,-0.2880,0.4646,0.0156,547.0183,0.0025,0.5971,0.0010,0.0619,0.1073,0.0011,-0.0149,0.0669,-0.0841,0.1506,0.2275,-0.0587,0.0479,0.0761,745.2192,105.0262,26.1840,-3.8960,249.6666,123.3677,167.7832,192.9150,RFEnsemble
Pseudopanax colensoi,D,1.0261,13.3773,21.2947,67.6975,540.5139,5.3666,172.3048,-42.7193,4.6303,47116.3164,1364.1179,1.3829,0.1105,-0.0878,2992.4641,0.9829,-0.3870,-0.9972,10.8811,9.5639,0.4526,3.7129,22.3019,1.2043,21.0974,10.3747,11.7763,15.6198,6.1108,1256.1385,204.5224,39.5184,46.4780,443.9236,196.9123,288.9729,327.9651,RFEnsemble
Pseudopanax colensoi,Is,0.1191,11.2070,19.0119,62.5875,424.9771,0.4462,3.0524,2.5312,0.9670,24393.6719,1118.7013,0.5661,0.7184,0.6891,9554.1572,0.3261,0.7506,0.0468,2.3192,1.1725,0.0355,0.3396,2.2470,2.2820,1.8251,2.1580,3.1684,2.1245,2.5832,1307.5946,184.5217,62.8329,6.5035,427.2751,250.1719,363.6104,247.7053,RFEnsemble
Pseudopanax colensoi,Ds,0.1002,8.9313,14.4945,46.9777,312.8053,0.3728,2.9649,2.6193,0.6680,26180.0371,1066.3390,0.5566,0.7047,0.6953,5951.3091,0.1841,0.9221,0.0748,1.8550,1.4042,0.0376,0.3457,2.0872,1.9422,2.1704,1.5872,2.8132,1.8030,2.0709,708.2263,98.7115,32.1083,8.4139,231.2838,133.4201,187.9103,161.0874,RFEnsemble
Pseudopanax colensoi,I,1.0444,17.7795,28.0267,90.2655,618.9435,4.7798,172.3607,-41.7704,4.3901,30589.1914,1432.8541,1.3599,-0.0945,0.0065,7083.0923,0.9453,-0.6608,-0.9989,10.6269,8.1574,0.4279,3.4701,20.9344,1.8506,19.0839,9.8562,11.9166,15.1176,6.2360,2892.6021,423.8787,110.4036,38.0300,969.9987,496.3034,659.8723,714.0800,RFEnsemble
Pseudopanax colensoi,Gr,0.0183,4.4022,6.7320,22.5679,78.4296,-0.5868,0.0559,0.9489,-0.2402,-16527.1250,68.7362,-0.0230,-0.2049,0.0943,4090.6282,-0.0376,-0.2738,-0.0017,-0.2542,-1.4064,-0.0246,-0.2428,-1.3674,0.6463,-2.0135,-0.5185,0.1404,-0.5022,0.1253,1636.4635,219.3563,70.8853,-8.4480,526.0751,299.3911,370.8994,386.1149,RFEnsemble
Fuscospora cliffortioides,D,1.0411,16.1761,25.0541,80.8308,710.4759,4.9123,170.6677,-43.7619,4.4000,48930.3203,1463.0562,1.4449,-0.0501,-0.0138,5805.4150,0.9614,-0.5414,-0.9999,9.4138,8.8737,0.4357,3.6870,20.5453,0.1364,20.4088,9.0730,10.3073,14.1217,4.6755,1818.9143,271.5121,67.6503,39.8774,609.7998,310.9434,413.4539,449.2820,RFEnsemble
Fuscospora cliffortioides,Is,0.1104,9.4928,15.6089,50.9180,263.1743,0.4480,3.1319,2.4264,0.7258,21683.1836,1060.1697,0.5757,0.6993,0.7060,8682.5137,0.1742,0.8311,0.0789,1.5014,1.6728,0.0384,0.2806,2.0819,1.5709,2.3669,1.3930,2.5256,1.5335,1.5763,1360.1647,189.6210,58.6961,8.9057,445.3875,251.9312,370.3281,276.6496,RFEnsemble
Fuscospora cliffortioides,Ds,0.1121,11.1478,18.0700,59.3223,421.5345,0.5591,2.3303,2.1850,0.9523,27010.9648,1027.9556,0.6108,0.7335,0.6777,7771.5825,0.2751,0.8408,0.0166,1.6284,1.2376,0.0376,0.4018,1.8928,1.5804,2.0379,1.9127,2.1739,1.4976,1.8585,938.1199,130.9188,43.3568,7.5344,303.9948,174.4100,209.3734,223.8662,RFEnsemble
Fuscospora cliffortioides,I,1.0346,14.0760,22.5814,71.8040,451.0427,5.2488,173.9453,-41.1331,4.5390,32226.8379,1369.2766,1.4676,0.1040,-0.0421,4369.7109,0.9847,-0.5561,-0.9969,11.8367,8.9134,0.4455,3.5314,22.5219,2.6251,19.8968,10.8883,13.1289,16.3872,7.3563,1949.7449,304.5897,66.5539,45.6226,679.5239,314.3982,445.6922,505.6984,RFEnsemble
Fuscospora cliffortioides,Gr,-0.0064,-2.1001,-2.4727,-9.0268,-259.4332,0.3365,3.2776,2.6288,0.1391,-16703.4824,-93.7795,0.0227,0.1541,-0.0283,-1435.7041,0.0233,-0.0147,0.0030,2.4229,0.0397,0.0098,-0.1555,1.9766,2.4887,-0.5120,1.8153,2.8215,2.2654,2.6808,130.8306,33.0776,-1.0964,5.7453,69.7241,3.4547,32.2383,56.4164,RFEnsemble
Metrosideros umbellata,D,1.0226,12.2107,19.4337,61.2271,376.1596,5.3050,173.7336,-41.1589,4.5660,31083.6230,1397.6428,1.4469,-0.0342,-0.0335,1901.4452,0.9964,-0.4048,-1.0000,12.2040,9.0088,0.4560,3.4516,22.8177,3.0472,19.7705,11.0408,13.8532,16.6472,7.8224,1455.0834,235.2635,44.0128,45.8146,519.0567,220.7444,307.7436,411.5204,RFEnsemble
Metrosideros umbellata,Is,0.1222,11.6389,20.4501,67.3331,391.8027,0.3135,2.8317,2.0932,1.0134,22294.0547,1096.3367,0.4807,0.7077,0.7008,12971.8799,0.2793,0.4981,0.1140,1.7191,1.5345,0.0433,0.3542,1.9948,1.6869,2.3247,2.0058,2.5042,1.6124,1.9048,1420.9188,204.6820,69.1749,6.1406,473.2084,268.2385,412.5704,261.9129,RFEnsemble
Metrosideros umbellata,Ds,0.1012,7.4320,12.1407,39.0870,234.3467,0.3877,2.9096,2.9293,0.7346,23471.5098,1125.3601,0.6066,0.7224,0.6898,2551.8486,0.0841,0.9144,0.0050,1.7577,1.1093,0.0215,0.3095,1.5206,2.2299,1.9331,1.4297,2.5554,1.6344,2.0469,389.2428,60.8343,14.7780,6.8404,138.1565,62.5099,74.7526,125.8738,RFEnsemble
Metrosideros umbellata,I,1.0479,22.1000,34.7809,112.9130,698.4926,4.5233,170.5999,-43.1104,4.2156,25872.5312,1455.1709,1.2722,-0.0772,0.0455,12432.2812,0.9602,-0.8672,-0.9935,9.6713,7.6665,0.4110,3.4594,19.7620,1.1800,18.5820,9.5553,10.0617,14.1384,5.2816,3870.2681,552.4813,157.3663,35.1837,1277.5330,689.4744,935.1392,887.6546,RFEnsemble
Metrosideros umbellata,Gr,0.0253,9.8893,15.3472,51.6860,322.3329,-0.7817,-3.1337,-1.9514,-0.3505,-5211.0918,57.5281,-0.1748,-0.0430,0.0790,10530.8359,-0.0362,-0.4624,0.0064,-2.5327,-1.3423,-0.0450,0.0078,-3.0557,-1.8672,-1.1885,-1.4854,-3.7916,-2.5088,-2.5408,2415.1846,317.2178,113.3535,-10.6310,758.4763,468.7300,627.3956,476.1342,RFEnsemble
Coprosma propinqua,D,1.0188,12.1426,19.4458,61.5365,311.8998,5.1239,174.3730,-39.8928,4.3971,20314.7168,1501.7931,1.4649,-0.0574,-0.0769,3581.7422,0.9845,-0.3784,-0.9999,13.0050,8.4450,0.4486,3.2965,22.9786,4.1762,18.8024,11.6771,14.9301,17.2835,8.8586,2180.1079,338.0542,71.6112,43.3961,761.4625,344.4893,465.8720,598.9180,RFEnsemble
Coprosma propinqua,Is,0.1109,11.3079,18.2199,59.5395,431.0944,0.5263,2.4945,2.4507,1.0355,27555.6270,1329.7065,0.6283,0.7135,0.6955,4578.2271,0.3047,0.9942,0.0003,2.2326,1.5275,0.0403,0.3945,2.4732,2.0808,2.2804,2.2901,2.9457,2.1340,2.4297,1132.6826,154.8790,53.2019,11.1452,365.3510,213.6860,280.4736,247.6225,RFEnsemble
Coprosma propinqua,Ds,0.1129,8.4908,13.9475,44.9963,206.9873,0.4374,2.6506,2.3808,0.9684,18271.9492,1408.1910,0.6438,0.7084,0.6992,7814.1699,0.1750,0.9257,0.0001,1.4181,1.2254,0.0279,0.2641,1.7025,1.6466,1.8990,1.3760,1.9760,1.4110,1.5274,811.1849,115.7641,36.2356,7.4514,262.3831,155.1472,221.7996,163.6272,RFEnsemble
Coprosma propinqua,I,1.0196,12.7258,20.1078,64.7390,605.6864,5.2949,171.2558,-43.4434,4.2984,48812.0195,1471.7451,1.5628,0.0849,-0.0012,3252.2319,0.9522,-0.1108,-0.9997,10.1777,9.5757,0.4471,3.8057,21.7394,0.3382,21.4011,10.0794,10.5949,15.0112,5.2583,1442.7070,226.6939,50.3615,45.9127,498.3563,237.4484,339.9027,354.4349,RFEnsemble
Coprosma propinqua,Gr,0.0007,0.5833,0.6620,3.2025,293.7866,0.1710,-3.1172,-3.5507,-0.0987,28497.3027,-30.0480,0.0979,0.1424,0.0757,-329.5103,-0.0323,0.2676,0.0002,-2.8273,1.1307,-0.0015,0.5092,-1.2392,-3.8380,2.5988,-1.5977,-4.3352,-2.2724,-3.6003,-737.4009,-111.3602,-21.2497,2.5166,-263.1061,-107.0409,-125.9694,-244.4831,RFEnsemble
Ixerba brexioides,D,1.0363,9.9569,16.1704,50.5538,234.4607,5.3829,175.4605,-38.0991,4.3713,16555.6758,1279.2089,1.5674,0.0426,-0.0162,1244.0851,0.9974,0.1467,-0.9978,14.3372,8.3963,0.4538,3.2225,24.1555,5.6678,18.4879,12.6557,16.5758,18.5383,10.3163,1667.5565,272.0030,47.9028,47.1373,609.5278,242.1089,334.7535,507.7770,RFEnsemble
Ixerba brexioides,Is,0.0910,7.7591,12.8818,42.1256,194.1292,0.4436,1.6815,1.2873,0.4499,23699.9180,1010.7231,0.5456,0.7450,0.6646,3215.7747,0.0570,0.4361,0.0047,0.9773,1.0301,0.0216,0.1890,1.3086,1.1045,1.5303,1.0652,1.0969,0.9591,1.0402,539.7833,72.9100,25.4146,5.5775,173.8576,98.2990,109.6041,147.6945,RFEnsemble
Ixerba brexioides,Ds,0.1056,6.3921,10.6148,33.6949,169.6606,0.2512,1.3610,1.6572,0.8329,16490.0527,960.3118,0.6287,0.6982,0.7144,1599.3582,0.0725,0.9892,0.0665,1.2543,1.0751,0.0244,0.2411,1.2693,1.5987,1.6858,1.3374,1.2966,1.1333,1.4441,336.4123,50.6098,15.8647,6.5640,114.5160,60.1551,70.2363,101.8836,RFEnsemble
Ixerba brexioides,I,1.0611,16.2339,26.1368,82.9777,585.2894,5.0652,175.3687,-39.7558,4.7926,44493.8242,1413.3134,1.3616,-0.0485,0.0306,3034.0613,0.9983,-0.8998,-0.9999,11.6151,8.7723,0.4429,3.5378,22.3289,2.5326,19.7964,10.1644,13.7693,16.2173,7.1736,1847.0975,282.2836,62.6882,41.8461,637.6124,293.8052,385.0773,519.9944,RFEnsemble
Ixerba brexioides,Gr,0.0248,6.2771,9.9664,32.4239,350.8286,-0.3177,-0.0918,-1.6567,0.4212,27938.1484,134.1045,-0.2058,-0.0911,0.0468,1789.9762,0.0009,-1.0465,-0.0021,-2.7220,0.3760,-0.0109,0.3153,-1.8266,-3.1352,1.3086,-2.4912,-2.8065,-2.3210,-3.1426,179.5410,10.2806,14.7854,-5.2911,28.0847,51.6962,50.3238,12.2175,RFEnsemble
Carpodetus serratus,D,0.9884,6.7776,11.4956,36.1229,125.6950,5.3801,172.2771,-40.7821,3.7801,11607.1680,1855.0762,1.4615,-0.0444,-0.1082,1015.6979,0.9961,0.4503,-1.0000,13.5574,8.5339,0.4695,3.0936,23.1617,4.9693,18.1923,12.6211,14.8385,17.5384,9.6406,1456.9774,234.9707,42.9700,46.7600,523.1279,221.8483,321.0882,407.8754,RFEnsemble
Carpodetus serratus,Is,0.1116,10.9860,17.9443,58.5879,351.7185,0.5094,3.0791,2.7560,0.8879,25921.4961,1186.8944,0.5987,0.7253,0.6877,7182.8330,0.1906,0.8949,0.0379,2.1611,1.4740,0.0346,0.3371,2.1825,2.3061,2.2436,1.9743,3.0045,2.0207,2.4124,1135.6910,155.5878,53.3465,8.8775,366.8452,214.8740,287.6302,248.7364,RFEnsemble
Carpodetus serratus,Ds,0.0922,4.3752,7.2662,22.8523,103.6970,0.4336,2.7573,4.5737,1.0729,11804.9561,1909.2500,0.6993,0.6836,0.7204,2452.6594,0.0884,0.8929,0.0000,2.4123,0.9498,0.0187,0.2208,2.3098,2.6487,1.5276,1.8199,3.4127,2.4225,2.5997,751.9283,110.8552,29.4961,7.6760,252.5381,133.1564,189.5459,177.1569,RFEnsemble
Carpodetus serratus,I,1.0302,14.2275,22.4459,71.9862,562.6057,5.0935,172.9782,-41.6409,4.4962,40806.3594,1408.2859,1.4679,0.0289,0.0129,4323.1392,0.9819,-0.4464,-0.9996,11.0701,8.9856,0.4421,3.6167,21.9984,1.7172,20.2810,10.3077,12.3235,15.7213,6.4633,1905.7561,293.7847,65.9297,43.6861,657.1967,310.7205,427.0858,493.6686,RFEnsemble
Carpodetus serratus,Gr,0.0418,7.4499,10.9503,35.8633,436.9107,-0.2866,0.7011,-0.8588,0.7160,29199.1914,-446.7903,0.0064,0.0732,0.1211,3307.4412,-0.0141,-0.8966,0.0004,-2.4874,0.4517,-0.0274,0.5231,-1.1633,-3.2521,2.0888,-2.3134,-2.5150,-1.8170,-3.1774,448.7787,58.8140,22.9597,-3.0738,134.0688,88.8722,105.9976,85.7932,RFEnsemble
Coprosma linariifolia,D,1.0088,8.1824,13.3517,41.9112,221.0032,5.5003,173.5547,-41.0436,4.1155,21210.7715,1541.9525,1.6339,0.0025,-0.0481,1136.3766,0.9923,0.0628,-1.0000,13.0940,8.7274,0.4598,3.2912,23.2110,4.2222,18.9886,12.1228,14.4783,17.3247,8.9175,1306.4579,214.7103,37.8984,47.0219,473.7409,194.2893,279.8857,375.3954,RFEnsemble
Coprosma linariifolia,Is,0.1155,11.0522,18.3987,60.5602,393.8998,0.5322,2.7215,2.2487,0.7137,23989.6387,1109.9133,0.5714,0.7142,0.6990,5192.0674,0.2555,0.7664,0.0001,2.0753,1.5226,0.0379,0.2991,2.3647,1.8377,2.1094,2.0780,2.7651,1.9997,2.2053,1200.5389,164.3358,56.8297,9.9156,386.5822,227.9540,300.4175,259.7852,RFEnsemble
Coprosma linariifolia,Ds,0.1007,6.4612,10.5082,33.3466,183.8902,0.3197,3.0759,3.5055,0.9779,21687.2031,1298.2223,0.6885,0.7313,0.6803,1995.7971,0.1239,0.9980,0.0000,1.9133,1.0673,0.0223,0.2773,1.6885,2.2991,1.7577,1.3648,2.9623,1.8503,2.1647,405.2435,66.0411,14.5187,7.5620,149.2668,63.6967,80.2045,136.7840,RFEnsemble
Coprosma linariifolia,I,1.0419,18.5096,29.1275,93.7803,706.6080,4.8935,172.3164,-42.1894,4.6222,43977.5469,1410.5679,1.4128,-0.0034,-0.0366,4941.1094,0.9666,-0.6423,-0.9999,10.1211,8.9296,0.4327,3.7211,21.2725,0.6892,20.5834,9.4121,11.3818,14.9047,5.3724,2203.5825,332.1893,80.6761,42.0869,746.5791,370.5161,494.1163,551.7858,RFEnsemble
Coprosma linariifolia,Gr,0.0331,10.3271,15.7758,51.8691,485.6047,-0.6068,-1.2384,-1.1458,0.5066,22766.7754,-131.3846,-0.2211,-0.0059,0.0116,3804.7329,-0.0257,-0.7051,0.0002,-2.9728,0.2022,-0.0271,0.4299,-1.9385,-3.5330,1.5948,-2.7107,-3.0965,-2.4200,-3.5450,897.1246,117.4790,42.7777,-4.9350,272.8382,176.2268,214.2307,176.3904,RFEnsemble
Cyathea medullaris,D,1.0088,10.6205,17.3183,54.5678,267.8842,5.2434,174.6533,-37.6797,3.9797,21317.4434,1801.2629,1.4348,0.0279,0.0701,1707.6195,0.9865,0.1556,-0.9988,14.3230,8.6531,0.4603,3.2470,24.3084,5.4979,18.8107,12.7436,16.5182,18.5596,10.2709,1611.2950,262.5440,46.2059,47.4797,587.1795,236.9721,329.0842,484.7465,RFEnsemble
Cyathea medullaris,Is,0.0999,7.6943,12.1384,38.8883,211.8342,0.4010,2.1511,1.8026,0.9330,24290.4492,1389.6533,0.6082,0.6908,0.7143,2902.9746,0.1458,0.9861,0.0214,1.1941,1.2582,0.0250,0.2719,1.4277,1.5584,1.9695,1.2108,1.7985,1.1447,1.3413,982.3415,135.5087,44.2166,7.9406,317.5656,183.8665,252.4146,217.4044,RFEnsemble
Cyathea medullaris,Ds,0.1097,8.3818,13.5588,43.4811,277.3062,0.4348,1.5451,2.2417,1.1588,22276.9629,2015.0186,0.6874,0.7245,0.6851,2469.0276,0.1640,0.9878,0.0503,2.2888,1.1342,0.0247,0.3416,1.8006,2.7957,2.0272,2.2411,2.3057,1.9776,2.6785,391.2367,52.9986,20.8769,6.9472,118.6094,79.5540,89.7364,89.9071,RFEnsemble
Cyathea medullaris,I,1.0055,7.8256,12.5311,39.6914,297.2398,5.3194,174.8870,-39.9746,4.4079,26813.9805,1404.4043,1.5689,-0.1030,-0.0435,1459.1793,0.9893,-0.1660,-0.9998,13.0260,8.7101,0.4510,3.3734,23.2653,3.9781,19.2871,11.7626,14.8396,17.4026,8.7796,1881.0415,297.8380,59.0246,46.0346,663.3530,290.8296,404.0561,519.0872,RFEnsemble
Cyathea medullaris,Gr,-0.0034,-2.7949,-4.7871,-14.8764,29.3556,0.0760,0.2337,-2.2949,0.4282,5496.5371,-396.8586,0.1341,-0.1309,-0.1136,-248.4402,0.0029,-0.3215,-0.0010,-1.2970,0.0570,-0.0093,0.1264,-1.0430,-1.5198,0.4764,-0.9810,-1.6786,-1.1571,-1.4914,269.7465,35.2939,12.8187,-1.4450,76.1735,53.8574,74.9719,34.3407,RFEnsemble
Beilschmiedia tawa,D,1.0254,11.0133,16.7427,52.2989,134.5680,5.4214,174.6399,-37.3009,4.2744,2509.9502,2760.9053,1.3033,-0.1951,-0.1703,1680.4709,0.1277,0.6618,-0.9786,15.7353,6.4824,0.4225,2.8389,23.8681,8.5427,15.3254,14.2113,17.4757,19.4632,12.2470,1469.1559,259.8559,36.2924,54.2661,562.8629,198.1917,300.4726,456.2715,RFEnsemble
